customer_SeniorCitizen,customer_Partner,customer_Dependents,customer_tenure,phone_PhoneService,phone_MultipleLines,internet_OnlineSecurity,internet_OnlineBackup,internet_DeviceProtection,internet_TechSupport,internet_StreamingTV,internet_StreamingMovies,account_PaperlessBilling,account_Charges.Monthly,account_Charges.Total,account_Charges.Daily,customer_gender_Male,internet_InternetService_Fiber optic,internet_InternetService_No,account_Contract_One year,account_Contract_Two year,account_PaymentMethod_Credit card (automatic),account_PaymentMethod_Electronic check,account_PaymentMethod_Mailed check,Churn_numeric
-0.39587318921899967,1.2804571652918497,1.8994115907030051,-0.7794136960058453,0.3387589672824658,-0.7912911804661192,-0.5118970808316547,1.6180481722979279,-0.6138403701289122,1.935868334080743,1.340186826943511,-0.7515201546262859,0.8207203224301924,-0.08522301305027637,-0.6657480953207572,-0.07388402811811495,False,False,False,True,False,False,False,True,0.0
-0.39587318921899967,-0.7809710680732329,-0.5264788342319647,-0.7794136960058453,0.3387589672824658,1.263757292746443,-0.5118970808316547,-0.6180285711641176,-0.6138403701289122,-0.5165640567569153,-0.746164624137251,1.3306363027579446,-1.2184418646280768,-0.2838492905059941,-0.6890204030382698,-0.270041233611447,True,False,False,False,False,False,False,True,0.0
-0.39587318921899967,-0.7809710680732329,-0.5264788342319647,-0.9879493705914378,0.3387589672824658,-0.7912911804661192,-0.5118970808316547,-0.6180285711641176,1.6290880311276865,-0.5165640567569153,-0.746164624137251,-0.7515201546262859,0.8207203224301924,0.20400472429752375,-0.8086053162704006,0.07491990306285438,True,True,False,False,False,False,True,False,1.0
2.5260614440014364,1.2804571652918497,-0.5264788342319647,-0.6125851563373713,0.3387589672824658,-0.7912911804661192,-0.5118970808316547,1.6180481722979279,1.6290880311276865,-0.5165640567569153,1.340186826943511,1.3306363027579446,0.8207203224301924,1.0438105640664361,-0.37104935388023025,0.9422529843191986,True,True,False,False,False,False,True,False,1.0
2.5260614440014364,1.2804571652918497,-0.5264788342319647,-1.0296565055085563,0.3387589672824658,-0.7912911804661192,-0.5118970808316547,-0.6180285711641176,-0.6138403701289122,1.935868334080743,1.340186826943511,-0.7515201546262859,0.8207203224301924,0.5524718777286077,-0.8147548749894682,0.7311698073938138,False,True,False,False,False,False,False,True,1.0
-0.39587318921899967,-0.7809710680732329,1.8994115907030051,-0.7794136960058453,0.3387589672824658,-0.7912911804661192,-0.5118970808316547,-0.6180285711641176,-0.6138403701289122,1.935868334080743,1.340186826943511,1.3306363027579446,0.8207203224301924,0.04719450525353596,-0.6757382706376068,-0.1580890367630911,False,False,False,False,False,True,False,False,0.0
2.5260614440014364,1.2804571652918497,-0.5264788342319647,1.8064286688555022,0.3387589672824658,-0.7912911804661192,1.9535176844051303,1.6180481722979279,1.6290880311276865,1.935868334080743,1.340186826943511,1.3306363027579446,0.8207203224301924,1.4515171335808044,2.6769371327214744,1.50095073552318,False,True,False,False,True,False,False,False,0.0
-0.39587318921899967,1.2804571652918497,-0.5264788342319647,1.472771589518554,0.3387589672824658,1.263757292746443,1.9535176844051303,-0.6180285711641176,-0.6138403701289122,1.935868334080743,-0.746164624137251,-0.7515201546262859,0.8207203224301924,0.578606914235939,1.5218031084992742,0.600361634435027,True,True,False,False,True,True,False,False,0.0
2.5260614440014364,-0.7809710680732329,-0.5264788342319647,-0.8628279658400823,0.3387589672824658,-0.7912911804661192,1.9535176844051303,-0.6180285711641176,-0.6138403701289122,-0.5165640567569153,-0.746164624137251,-0.7515201546262859,0.8207203224301924,-0.6915558600203623,-0.7814009487027777,-0.6739444999886105,False,False,False,False,False,False,True,False,0.0
-0.39587318921899967,1.2804571652918497,1.8994115907030051,1.556185859352791,0.3387589672824658,1.263757292746443,1.9535176844051303,1.6180481722979279,1.6290880311276865,1.935868334080743,1.340186826943511,1.3306363027579446,0.8207203224301924,0.7807178632259677,1.7870342618770563,0.818804676802819,False,False,False,False,True,False,False,True,0.0
-0.39587318921899967,-0.7809710680732329,-0.5264788342319647,1.0974073752644875,-2.951951377175427,-0.7912911804661192,1.9535176844051303,-0.6180285711641176,-0.6138403701289122,1.935868334080743,1.340186826943511,-0.7515201546262859,-1.2184418646280768,-0.7960960060496874,0.18798896922787986,-0.7799279316496983,True,False,False,False,True,True,False,False,0.0
-0.39587318921899967,1.2804571652918497,1.8994115907030051,1.8481358037726205,0.3387589672824658,1.263757292746443,1.9535176844051303,1.6180481722979279,1.6290880311276865,1.935868334080743,1.340186826943511,1.3306363027579446,0.8207203224301924,1.6989288125168738,2.929549117277973,1.7134732592153483,False,True,False,False,True,True,False,False,0.0
-0.39587318921899967,1.2804571652918497,-0.5264788342319647,-0.9462422356743193,0.3387589672824658,-0.7912911804661192,-0.5118970808316547,-0.6180285711641176,-0.6138403701289122,-0.5165640567569153,-0.746164624137251,-0.7515201546262859,0.8207203224301924,0.03151348334913708,-0.7763029873854835,0.07795475177259852,False,True,False,False,False,False,True,False,0.0
-0.39587318921899967,-0.7809710680732329,-0.5264788342319647,1.8481358037726205,0.3387589672824658,1.263757292746443,1.9535176844051303,1.6180481722979279,1.6290880311276865,-0.5165640567569153,1.340186826943511,-0.7515201546262859,0.8207203224301924,1.1588047246986937,2.3829470764864906,1.1375745873900072,False,True,False,False,True,False,False,False,0.0
-0.39587318921899967,-0.7809710680732329,-0.5264788342319647,1.1808216450987243,-2.951951377175427,-0.7912911804661192,1.9535176844051303,1.6180481722979279,1.6290880311276865,1.935868334080743,-0.746164624137251,-0.7515201546262859,-1.2184418646280768,-0.8013230133511539,0.23350484807421354,-0.7747138642897217,False,False,False,False,True,False,False,False,0.0
-0.39587318921899967,1.2804571652918497,1.8994115907030051,1.8064286688555022,0.3387589672824658,1.263757292746443,-0.5118970808316547,1.6180481722979279,1.6290880311276865,-0.5165640567569153,-0.746164624137251,1.3306363027579446,0.8207203224301924,0.9654054545444422,2.1946425591297594,0.9856493010806728,False,True,False,False,True,True,False,False,0.0
-0.39587318921899967,1.2804571652918497,1.8994115907030051,0.2632646769221173,-2.951951377175427,-0.7912911804661192,1.9535176844051303,-0.6180285711641176,1.6290880311276865,1.935868334080743,1.340186826943511,1.3306363027579446,-1.2184418646280768,-0.2368062247927977,-0.025691050649911326,-0.32703178193113247,False,False,False,True,False,False,False,True,0.0
2.5260614440014364,-0.7809710680732329,-0.5264788342319647,-1.1130707753427933,0.3387589672824658,1.263757292746443,-0.5118970808316547,-0.6180285711641176,-0.6138403701289122,-0.5165640567569153,-0.746164624137251,-0.7515201546262859,0.8207203224301924,0.14128063667992824,-0.9040492108879011,0.14038592523020144,False,True,False,False,False,False,True,False,0.0
2.5260614440014364,-0.7809710680732329,-0.5264788342319647,0.7220431610104209,0.3387589672824658,-0.7912911804661192,1.9535176844051303,-0.6180285711641176,1.6290880311276865,-0.5165640567569153,-0.746164624137251,1.3306363027579446,-1.2184418646280768,-0.18627848754529042,0.33930469101787647,-0.2087661929956517,True,False,False,True,False,True,False,False,1.0
2.5260614440014364,-0.7809710680732329,-0.5264788342319647,-1.1130707753427933,-2.951951377175427,-0.7912911804661192,-0.5118970808316547,-0.6180285711641176,-0.6138403701289122,-0.5165640567569153,-0.746164624137251,-0.7515201546262859,0.8207203224301924,-1.4965149844461663,-0.925538375185015,-1.489761381718318,True,False,False,False,False,False,True,False,1.0
2.5260614440014364,1.2804571652918497,-0.5264788342319647,0.9305788355960134,0.3387589672824658,1.263757292746443,-0.5118970808316547,-0.6180285711641176,-0.6138403701289122,-0.5165640567569153,-0.746164624137251,-0.7515201546262859,-1.2184418646280768,-1.4930303129118554,-0.33975290077092285,-1.4541756128474843,False,False,True,True,False,False,True,False,0.0
-0.39587318921899967,1.2804571652918497,-0.5264788342319647,-0.6125851563373713,0.3387589672824658,1.263757292746443,-0.5118970808316547,1.6180481722979279,1.6290880311276865,-0.5165640567569153,1.340186826943511,-0.7515201546262859,-1.2184418646280768,0.907908374228313,-0.3812224157017363,0.8828900095571618,False,True,False,False,False,False,True,False,1.0
-0.39587318921899967,1.2804571652918497,1.8994115907030051,-0.19551380716618624,0.3387589672824658,1.263757292746443,-0.5118970808316547,-0.6180285711641176,-0.6138403701289122,-0.5165640567569153,1.340186826943511,-0.7515201546262859,0.8207203224301924,0.5472448704271413,-0.09118728012994466,0.4293940023594187,False,True,False,False,False,False,True,False,0.0
-0.39587318921899967,-0.7809710680732329,-0.5264788342319647,-1.0296565055085563,0.3387589672824658,-0.7912911804661192,-0.5118970808316547,-0.6180285711641176,-0.6138403701289122,-0.5165640567569153,-0.746164624137251,-0.7515201546262859,-1.2184418646280768,-1.6794602399974854,-0.9108617331863478,-1.6990214260854684,False,False,True,False,False,False,False,True,0.0
-0.39587318921899967,1.2804571652918497,1.8994115907030051,-0.9879493705914378,0.3387589672824658,-0.7912911804661192,-0.5118970808316547,-0.6180285711641176,-0.6138403701289122,-0.5165640567569153,-0.746164624137251,-0.7515201546262859,-1.2184418646280768,-1.6620368823259313,-0.902106041775928,-1.6982988430593386,False,False,True,False,False,False,False,True,1.0
-0.39587318921899967,1.2804571652918497,1.8994115907030051,-1.1130707753427933,-2.951951377175427,-0.7912911804661192,1.9535176844051303,-0.6180285711641176,-0.6138403701289122,-0.5165640567569153,-0.746164624137251,-0.7515201546262859,-1.2184418646280768,-1.308342721593381,-0.9230694073721551,-1.3024678613455094,False,False,False,False,False,False,False,False,1.0
-0.39587318921899967,1.2804571652918497,1.8994115907030051,1.139114510181606,0.3387589672824658,-0.7912911804661192,-0.5118970808316547,1.6180481722979279,1.6290880311276865,1.935868334080743,1.340186826943511,1.3306363027579446,0.8207203224301924,1.242436841522154,1.6493435846839533,1.2069184717975832,False,True,False,True,False,False,False,False,0.0
-0.39587318921899967,1.2804571652918497,1.8994115907030051,1.0974073752644875,0.3387589672824658,-0.7912911804661192,-0.5118970808316547,-0.6180285711641176,-0.6138403701289122,-0.5165640567569153,-0.746164624137251,-0.7515201546262859,-1.2184418646280768,-1.660294546558776,-0.43837444840682643,-1.6598413686686597,True,False,True,False,True,True,False,False,0.0
-0.39587318921899967,-0.7809710680732329,-0.5264788342319647,-0.07039240241483072,0.3387589672824658,-0.7912911804661192,-0.5118970808316547,-0.6180285711641176,-0.6138403701289122,-0.5165640567569153,-0.746164624137251,-0.7515201546262859,0.8207203224301924,-1.6881719188332625,-0.7212770102970227,-1.7308817792068163,True,False,True,True,False,False,False,False,0.0
-0.39587318921899967,1.2804571652918497,1.8994115907030051,1.7230143990212652,0.3387589672824658,-0.7912911804661192,-0.5118970808316547,-0.6180285711641176,-0.6138403701289122,-0.5165640567569153,-0.746164624137251,-0.7515201546262859,-1.2184418646280768,-1.6846872472989516,-0.29832910746627345,-1.6581546434598393,False,False,True,False,True,False,False,False,0.0
-0.39587318921899967,1.2804571652918497,1.8994115907030051,0.3883860816734728,0.3387589672824658,-0.7912911804661192,-0.5118970808316547,-0.6180285711641176,-0.6138403701289122,-0.5165640567569153,1.340186826943511,1.3306363027579446,-1.2184418646280768,0.806852899733299,0.5478181671391276,0.6839402184643012,True,True,False,True,False,True,False,False,0.0
-0.39587318921899967,1.2804571652918497,-0.5264788342319647,0.8888717006788949,0.3387589672824658,-0.7912911804661192,-0.5118970808316547,-0.6180285711641176,-0.6138403701289122,-0.5165640567569153,-0.746164624137251,-0.7515201546262859,-1.2184418646280768,-1.6585522107916204,-0.5251083732400712,-1.7226395684252491,False,False,True,True,False,False,False,False,0.0
-0.39587318921899967,1.2804571652918497,-0.5264788342319647,1.5978929942699096,0.3387589672824658,1.263757292746443,1.9535176844051303,1.6180481722979279,1.6290880311276865,1.935868334080743,1.340186826943511,1.3306363027579446,-1.2184418646280768,1.6640820971737655,2.6942656290376577,1.8133889745648109,True,True,False,True,False,False,False,False,0.0
-0.39587318921899967,-0.7809710680732329,-0.5264788342319647,1.6396001291870281,0.3387589672824658,-0.7912911804661192,-0.5118970808316547,-0.6180285711641176,-0.6138403701289122,-0.5165640567569153,-0.746164624137251,-0.7515201546262859,-1.2184418646280768,-1.6550675392573098,-0.32279017746405203,-1.664889623681063,False,False,True,True,False,False,True,False,0.0
-0.39587318921899967,1.2804571652918497,1.8994115907030051,-0.32063521191754174,-2.951951377175427,-0.7912911804661192,1.9535176844051303,-0.6180285711641176,1.6290880311276865,1.935868334080743,-0.746164624137251,-0.7515201546262859,0.8207203224301924,-0.9982069550397163,-0.5596282009939457,-0.9289213401575188,True,False,False,False,True,True,False,False,0.0
